,body,class
97,"กรณีที่มีข้อมูลในสื่อออนไลน์เรื่องค่าใช้จ่ายในการไปทำงานที่อิสราเอล ของกรมการจัดหางาน มีค่ารถไปสนามบินสุวรรณภูมิ 2,500 บาท ทางศูนย์ต่อต้านข่าวปลอมได้ดำเนินการตรวจสอบข้อเท็จจริงโดยกรมการจัดหางาน กระทรวงแรงงาน พบว่าประเด็นดังกล่าวนั้น เป็นข้อมูลเท็จ

จากที่มีผู้โพสต์ข้อมูลโดยระบุว่า จะไปทำงานที่อิสราเอล ต้องเตรียมค่าใช้จ่ายกว่า 70,000บาท! ค่ารถบัสจากกระทรวงแรงงาน (ดินแดง กทม.) ไปสนามบินสุวรรณภูมิทำไมต้องจ่ายถึง 2,500 บาท ทางกรมการจัดหางาน กระทรวงแรงงาน ได้ตรวจสอบข้อมูลและชี้แจงว่า ข้อมูลดังกล่าวไม่ถูกต้อง เนื่องจากค่าใช้จ่ายในการเดินทางไปทำงานในรัฐอิสราเอลทั้งหมดเป็นเงินจำนวนประมาณ 71,020 บาท (ขึ้นอยู่กับอัตราแลกเปลี่ยน) และจะไม่มีค่าใช้จ่ายอื่น นอกจากรายการดังนี้

ค่าใช้จ่ายก่อนการเดินทาง เท่าที่จ่ายจริง ได้แก่ 
-ค่าธรรมเนียมการตรวจสอบประวัติอาชญากรรม 100 บาท 

-ค่าธรรมเนียมการขอรับหนังสือเดินทาง 1,500 บาท 

-ค่าตรวจสุขภาพ 3,250 บาท 

-ค่าบัตรโดยสารเครื่องบินเที่ยวเดียวจากประเทศไทยไปยังอิสราเอล ประมาณ 25,000 บาท 

-ค่าสมาชิกกองทุนเพื่อช่วยเหลือคนหางานไปทำงานในต่างประเทศ 400 บาท

ค่าใช้จ่ายหลังจากเดินทางไปถึงรัฐอิสราเอลภายใต้โครงการความร่วมมือไทย-อิสราเอลเพื่อการจัดหางาน ได้แก่ ค่าธรรมเนียมจัดหางานที่ต้องจ่ายให้แก่บริษัทจัดหางานในรัฐอิสราเอลและค่าธรรมเนียมของโครงการความร่วมมือไทย-อิสราเอล รวมประมาณ จำนวน 3,549 เชคเกลอิสราเอล หรือประมาณ 40,000 บาท ขึ้นอยู่กับอัตราแลกเปลี่ยนในขณะนั้น ตามข้อกฎหมายแห่งรัฐอิสราเอล ซึ่งต้องจ่ายเมื่อเดินทางไปถึงรัฐอิสราเอล",0
98,"ตามที่มีการบอกต่อข้อมูลถึงเรื่องเพจเฟซบุ๊กสำนักงานยุติธรรมจังหวัดร้อยเอ็ด รับแจ้งความ ไม่ต้องไปโรงพัก ทางศูนย์ต่อต้านข่าวปลอมได้ดำเนินการตรวจสอบข้อเท็จจริงกับสำนักงานปลัดกระทรวงยุติธรรม กระทรวงยุติธรรม พบว่าประเด็นดังกล่าวนั้น เป็นข้อมูลเท็จ

จากที่มีการส่งต่อข้อมูลที่ระบุว่า เพจเฟซบุ๊กสำนักงานยุติธรรมจังหวัดร้อยเอ็ด รับแจ้งความ ไม่ต้องไปโรงพัก ทางสำนักงานปลัดกระทรวงยุติธรรม กระทรวงยุติธรรม ได้ตรวจสอบข้อมูลและชี้แจงว่า เพจดังกล่าวไม่ใช่เพจของสํานักงานยุติธรรมจังหวัดร้อยเอ็ด ซึ่งข้อมูลในเพจดังกล่าวเป็นข้อมูลปลอม มีการแอบอ้างเพื่อสร้างความน่าเชื่อถือให้เหมือนเป็นเพจสํานักงานยุติธรรมจังหวัดร้อยเอ็ดเพจจริง",0
99,"ตามที่มีการเผยแพร่ข้อมูลเกี่ยวกับเรื่อง ก.ล.ต. เปิดให้ลงทุนหุ้นกองทุนทองคำไทย 1,000 บาท กำไร 380 บาท ผ่านการรับรองแล้ว ทางศูนย์ต่อต้านข่าวปลอมได้ดำเนินการตรวจสอบข้อเท็จจริงกับทางสำนักงานคณะกรรมการกำกับหลักทรัพย์และตลาดหลักทรัพย์ (ก.ล.ต.) พบว่าข้อมูลดังกล่าว เป็นข้อมูลเท็จ

จากที่มีโฆษณาชวนเชื่อระบุว่า ก.ล.ต. เปิดให้ลงทุนหุ้นกองทุนทองคำไทย 1,000 บาท กำไร 380 บาท ผ่านการรับรองแล้ว ทางสำนักงานคณะกรรมการกำกับหลักทรัพย์และตลาดหลักทรัพย์ (ก.ล.ต.) ได้ตรวจสอบข้อมูลและชี้แจงว่า ก.ล.ต ไม่ได้มีการอนุมัติหรือรับรองการลงทุนหุ้นทองใด ๆ ซึ่งข้อมูลดังกล่าวนั้นเป็นข้อมูลเท็จ ทั้งยังมีการนำโลโกของ ก.ล.ต. ไปใช้โดยไม่ได้รับอนุญาตแต่อย่างใด",0
100,"ตามที่มีการโฆษณาในประเด็นเรื่องตลาดหลักทรัพย์ฯ ร่วมกับห้างทองดัง เปิดกองทุนรวมทองคำไทย ปันผล 260 ต่อวัน ทางศูนย์ต่อต้านข่าวปลอมได้ดำเนินการตรวจสอบข้อเท็จจริงโดยตลาดหลักทรัพย์แห่งประเทศไทย พบว่าเพจดังกล่าว เป็นข้อมูลเท็จ

จากการตรวจพบข้อความโดยระบุว่า ตลาดหลักทรัพย์ฯ ร่วมกับห้างทองชื่อดังเปิดโอกาสให้ลงทุนกองทุนรวมทองคำไทย เริ่มต้น 1,000 ปันผล 260 ต่อวันนั้น ทางตลาดหลักทรัพย์แห่งประเทศไทย ได้ตรวจสอบข้อมูลและชี้แจงว่า เพจที่ใช้ชื่อว่า ซื้อขายหุ้นทองคำไทย นั้นเป็นเพจปลอม ถูกสร้างขึ้นโดยมิจฉาชีพที่หวังหลอกลวงประชาชน ซึ่งมีการแอบอ้างโลโก และใช้ชื่อตลาดหลักทรัพย์แห่งประเทศไทย (SET) โดยที่ตลาดหลักทรัพย์ฯ ไม่มีส่วนเกี่ยวข้องกับเพจดังกล่าวแต่อย่างใด",0
101,"ตามที่มีข้อมูลเกี่ยวกับเรื่องดื่มน้ำผักกระเฉดต้มกับว่านชักมดลูก ก่อนอาหาร 3 เวลา ต่อเนื่อง 1 เดือน แก้มดลูกหย่อนได้ ทางศูนย์ต่อต้านข่าวปลอมได้ดำเนินการตรวจสอบข้อเท็จจริงกับกรมการแพทย์แผนไทยและการแพทย์ทางเลือก กระทรวงสาธารณสุข พบว่าประเด็นดังกล่าวนั้น เป็นข้อมูลเท็จ

กรณีที่มีการบอกต่อว่า ดื่มน้ำผักกระเฉดต้มกับว่านชักมดลูก ก่อนอาหาร 3 เวลา ต่อเนื่อง 1 เดือน แก้มดลูกหย่อนได้ ทางกรมการแพทย์แผนไทยและการแพทย์ทางเลือก กระทรวงสาธารณสุข ได้ตรวจสอบข้อมูลและชี้แจงว่า ผลการศึกษาและงานวิจัยทางคลินิกไม่พบข้อมูลบ่งชี้ในการกล่าวอ้าง อีกทั้งในปัจจุบันยังไม่พบงานวิจัยทางคลินิกยืนยันถึงฤทธิ์ในการรักษามดลูกหย่อน 

อย่างไรก็ตาม ว่านชักมดลูกอาจช่วยบรรเทาอาการเบื้องต้นของผู้มีภาวะมดลูกหย่อนได้ จากฤทธิ์ต้านการอักเสบและการเสริมสร้างเซลล์หลอดเลือด",0
102,"ตามที่มีการบอกต่อข้อมูลด้านการเงินเรื่องบริษัทจดทะเบียนแห่งหนึ่งเปิดให้ร่วมลงทุน เริ่มต้น 1,175 บาท ปันผล 5-35% ทางศูนย์ต่อต้านข่าวปลอมได้ดำเนินการตรวจสอบข้อเท็จจริงกับทางสำนักงานคณะกรรมการกำกับหลักทรัพย์และตลาดหลักทรัพย์ (ก.ล.ต.) พบว่าข้อมูลดังกล่าว เป็นข้อมูลเท็จ

จากที่มีโฆษณาชักชวนลงทุนระบุว่า บริษัทจดทะเบียนแห่งหนึ่งเปิดให้ร่วมลงทุน เริ่มต้น 1,175 บาท ปันผล 5-35% ทางสำนักงานคณะกรรมการกำกับหลักทรัพย์และตลาดหลักทรัพย์ (ก.ล.ต.) ได้ตรวจสอบข้อมูลและชี้แจงว่า ข้อมูลดังกล่าวเป็นข้อมูลที่ไม่มีความน่าเชื่อถือ ซึ่งเป็นการให้ข้อมูลลงทุนโดยแอบอ้างใช้ชื่อบริษัทจดทะเบียนและโลโก ก.ล.ต. โดยไม่ได้รับอนุญาตแต่อย่างใด",0
103,"ตามที่มีข่าวสารในสื่อออนไลน์เรื่องเป็นเนื้องอกในมดลูกเพราะมีเลือดเกาะตัวเป็นลิ่มเลือด ทางศูนย์ต่อต้านข่าวปลอมได้ดำเนินการตรวจสอบข้อเท็จจริงโดยกรมการแพทย์ กระทรวงสาธารณสุข พบว่าข้อมูลดังกล่าวนั้น เป็นข้อมูลเท็จ

จากกรณีที่มีข้อมูลที่ระบุว่า เป็นเนื้องอกในมดลูกเพราะมีเลือดเกาะตัวเป็นลิ่มเลือด ทางกรมการแพทย์ กระทรวงสาธารณสุข ได้ตรวจสอบข้อมูลและชี้แจงว่า สาเหตุการเกิดเนื้องอกในมดลูกที่ชัดเจนยังไม่ทราบแน่ชัด พบว่ามีปัจจัยที่เกิดจากฮอร์โมนเพศของสตรี พันธุกรรม หรือตัวเร่งการเจริญเติบโตที่มีในร่างกาย (growth factor) ซึ่งโรคดังกล่าวส่วนใหญ่ทำให้สตรีมีอาการปวดท้องน้อย, ปวดประจำเดือน, เลือดออกผิดปกติ หรือคลำก้อนได้ที่ท้อง ดังนั้นภาวะเนื้องอกในมดลูกจึงไม่เกี่ยวกับการมีพิษเย็น, เลือดเป็นพิษ หรือเลือดเกาะตัวเป็นลิ่มเลือด

การวินิจฉัย ทำได้โดยการตรวจร่างกายร่วมกับการตรวจภายใน และใช้อัลตราซาวด์ หรือเอกซเรย์คอมพิวเตอร์ เพื่อช่วยในการวินิจฉัยที่แน่นอน ส่วนการรักษา มีทั้งการใช้ยาฮอร์โมนภายใต้การดูแลของแพทย์ผู้เชี่ยวชาญ รวมไปถึงการผ่าตัดในกรณีมีข้อบ่งชี้ทางการแพทย์

ทั้งนี้ แนวทางการรักษาด้วยการฟอกเลือดที่มดลูกเพื่อให้ขนาดก้อนลดลงจึงเป็นข้อมูลที่เป็นเท็จ และไม่มีการรักษาเนื้องอกในมดลูกด้วยวิธีดังกล่าว",0
104,"กรณีที่มีข้อมูลในสื่อออนไลน์เรื่องกรมการจัดหางานรับสมัครงานอิสระ รับประกันรายได้มั่นคง 100% ผ่านเพจ Maragret Kroll ทางศูนย์ต่อต้านข่าวปลอมได้ดำเนินการตรวจสอบข้อเท็จจริงโดยกรมการจัดหางาน กระทรวงแรงงาน พบว่าประเด็นดังกล่าวนั้น เป็นข้อมูลเท็จ

จากที่มีผู้โพสต์ข่าวสารรับสมัครงานว่า กรมการจัดหางานรับสมัครงานอิสระ รับประกันรายได้มั่นคง 100% ผ่านเพจ Maragret Kroll ทางกรมการจัดหางาน กระทรวงแรงงาน ได้ตรวจสอบข้อมูลและชี้แจงว่า โพสต์ประกาศเชิญชวนรับสมัครงานดังกล่าวมีการใช้ตราสัญลักษณ์กรมการจัดหางานโดยไม่ได้รับอนุญาต ซึ่งกรมการจัดหางานตรวจสอบพบว่า ข้อความดังกล่าวไม่ได้มาจากส่วนราชการของกรมการจัดหางานทั้งส่วนกลางและส่วนภูมิภาค

ทั้งนี้ หากผู้ใดพบเห็นข้อความดังกล่าวโปรดอย่าหลงเชื่อ เพราะอาจมีการขอข้อมูลส่วนตัวเพื่อนำไปใช้ในทางไม่ดี หรืออาจถูกหลอกลวงจนเกิดความเสียหาย",0
105,กรณีที่มีผู้โพสต์และแชร์ข้อมูลว่า ป้องกันการติดโรคโควิด 19 ด้วยการฉีดวัคซีนปอดอักเสบ ทางสำนักงานคณะกรรมการอาหารและยา กระทรวงสาธารณสุข ได้ตรวจสอบข้อมูลและชี้แจงว่า เป็นข้อมูลเท็จ เพราะการใช้วัคซีนป้องกันโรคต้องเป็นวัคซีนที่ผลิตขึ้นจำเพาะกับเชื้อนั้น ๆ โดยวัคซีนปอดอักเสบจะมีผลป้องกันการเกิดปอดอักเสบจากเชื้อที่จำเพาะต่อวัคซีนนั้น ไม่สามารถป้องกันปอดอักเสบที่เกิดจากเชื้อชนิดอื่นได้ และไม่แนะนำให้ฉีดวัคซีนปอดอักเสบเพื่อหวังผลในการป้องกันการติดโรคโควิด 19,0
106,จากกรณีที่มีการเผยแพร่ข้อมูลว่า ห้ามขายข้าวเอง การซื้อ-ขายข้าวต้องผ่านรัฐเท่านั้น เพราะมี พ.ร.บ. ข้าวกำหนดไว้ หากใครฝ่าฝืนมีโทษจำคุก 5 ปี ปรับ 5 แสนบาท ทางกรมการข้าว กระทรวงเกษตรและสหกรณ์ ได้ตรวจสอบข้อมูลและชี้แจงว่า ข้อมูลดังกล่าวไม่เป็นความจริง อาจทำให้เกิดความสับสน และกังวลใจแก่ประชาชน เนื่องจากปัจจุบันยังไม่มีการบังคับใช้ หรือออก “พ.ร.บ.ข้าว” และยังไม่มีการพิจารณาถึงเรื่องนี้ มีเพียงแต่ “พ.ร.บ.การค้าข้าว พ.ศ. 2489” ที่เป็นการวางระเบียบการค้าข้าว เพื่อไม่ให้ชาวนาถูกเอาเปรียบจากผู้ค้าข้าวเท่านั้น ไม่ใช่การห้ามทำการค้าเอง หรือเก็บเปอร์เซ็นต์จากการซื้อขายของชาวนาแต่อย่างใด,0
107,กรณีที่มีการให้ข้อมูลต่อ ๆ กันว่า คนที่เป็นออฟฟิศซินโดรม คือคนที่เสี่ยงจะมีปัญหาเกี่ยวกับมดลูก เพราะเลือดลมฮอร์โมนไหลเวียนไม่ดี ทางโรงพยาบาลราชวิถี กรมการแพทย์ กระทรวงสาธารณสุข ได้ตรวจสอบข้อมูลและชี้แจงว่า จากข้อมูลในข้อความดังกล่าวไม่มีความเกี่ยวข้องใด ๆ กับข้อมูลทางการแพทย์แผนปัจจุบันระหว่างออฟฟิศซินโดรมและมดลูก เพราะออฟฟิศซินโดรมคือ อาการปวดกล้ามเนื้อและเยื่อพังผืดจากการทำงานที่ใช้กล้ามเนื้อมัดเดิมซ้ำ ๆ เป็นเวลานานอย่างต่อเนื่อง ไม่ได้เกี่ยวข้องกับฮอร์โมนหรือเลือดลมดังที่ข้อความอ้างถึง,0
108,ในกรณีที่มีการเผยแพร่ถึงขนมที่กระทรวงสาธารณสุขห้ามจำหน่ายและนำเข้า เพราะมีส่วนผสมของ เนยขาว เนยเทียม และไขมันพืช ที่อาจเสี่ยงต่อโรคหัวใจ และหลอดเลือด ทางสำนักงานคณะกรรมการอาหารและยา กระทรวงสาธารณสุข ได้ตรวจสอบชี้แจงว่า ข้อมูลดังกล่าวไม่เป็นความจริง เนื่องจากไม่มีการห้ามจำหน่าย หรือห้ามรับประทานขนมดังกล่าว ซึ่งจากที่มีการสุ่มตรวจในท้องตลาด ยังไม่พบการฝ่าฝืนในผลิตภัณฑ์ใด เพราะฉะนั้น จึงยังไม่มีผลิตภัณฑ์ใดที่มีปริมาณไขมันทรานส์เกินที่มาตรฐานได้กำหนดไว้ แต่อย่างไรก็ตามไม่ควรบริโภคขนมในปริมาณที่มากเกินไป ควรออกกำลังกายอย่างสม่ำเสมอ เพื่อสุขภาพที่ดี,0
109,"จากที่มีคำแนะนำวิธีการบำรุงและรักษาไตเสื่อม ด้วยวิธีการดื่มน้ำข้าวผสมไข่ขาวดิบนั้น ทางสำนักโภชนาการ กรมอนามัย กระทรวงสาธารณสุข ได้ตรวจสอบข้อมูลและชี้แจงว่า การดื่มน้ำข้าวผสมไข่ขาว 1 ถึง 4 ฟอง ช่วยบำรุงสุขภาพได้ แต่ไม่ได้บำรุงไต ไม่ได้ช่วยรักษาภาวะไตเสื่อม ซึ่งอาหารบำรุงไตโดยตรงนั้นไม่มี แต่การป้องกันไม่ให้ไตเสื่อมเร็ว คือ อย่าทานโปรตีนในปริมาณมากเกินไป ติดต่อกันทุก ๆ วัน เพราะโรคไตส่วนใหญ่จะเป็นตามหลังโรคความดันโลหิตสูง และโรคเบาหวาน ดังนั้นการที่เราคุมอาหารไม่ทานอาหารที่ทำให้เป็นสองโรคดังกล่าว เช่น อาหารเค็มจัด อาหารหวานจัด อาหารที่มีไขมันสูง ร่วมกับการออกกำลังกาย จะสามารถช่วยป้องกันโรคไตได้ไปในตัว
.
โดยน้ำข้าวผสมไข่ขาว มีประโยชน์ต่อร่างกาย แต่ในด้านการรักษาโรคนั้นไม่สามารถทำได้ ในกรณีที่คนไข้บางกลุ่มมีภาวะโปรตีนรั่วในปัสสาวะ (albumin) ซึ่งแพทย์ก็แนะนำให้รับประทานไข่ขาวเพื่อทดแทนโปรตีนที่เสียไป ในคนไข้ที่มีภาวะโปรตีนรั่วในปัสสาวะ สังเกตได้คือ ปัสสาวะจะมีฟองปนค่อนข้างมาก ลักษณะคล้ายฟองเบียร์ นอกจากนี้ยังมีภาวะบวมตามร่างกาย เนื่องจาก albumin มีหน้าที่ช่วยควบคุมปริมาณเลือดลดลง สำหรับผู้ป่วยที่มีภาวะดังกล่าว ควรไปพบแพทย์หาสาเหตุ ไม่ควรปล่อยทิ้งไว้ เพราะไตอักเสบที่ไม่ได้รับการรักษา ไตจะเสื่อมลง นำไปสู่ภาวะไตวายได้ ส่วนน้ำข้าวผสมไข่ขาว ช่วยบำรุงไตได้เล็กน้อย แต่ไม่ได้ทำให้การทำงานของไตดีขึ้นชัดเจน ไม่ได้มีผลต่อไตโดยตรง ซึ่งน้ำข้าวผสมไข่ขาว ไม่ได้มีโทษ สามารถรับประทานได้ ยกเว้นในกรณีที่คนไข้บางกลุ่มต้องจำกัดปริมาณน้ำ",0
110,จากกรณีที่มีการบอกต่อข้อมูลโดยระบุว่า อย่าเติมน้ำมันระดับสูงสุด เพราะจะทำให้เกิดระเบิดในถังน้ำมันได้ ทางบริษัท ปตท. จำกัด (มหาชน) กระทรวงพลังงาน ได้ตรวจสอบข้อมูลและชี้แจงว่า ปกติรถยนต์ทุกคันได้รับการออกแบบมาให้รองรับไอน้ำมันในถังโดยเฉพาะ ซึ่งแม้ว่าอุณหภูมิภายนอกตัวรถจะสูงถึง 40-50 องศาเซลเซียส ก็ยังคงปลอดภัย นอกจากนี้จุดติดไฟเองของน้ำมันเบนซิน และน้ำมันดีเซล ต้องสูงกว่า 250 องศาเซลเซียส ดังนั้นการเติมน้ำมันเต็มถังจึงไม่ทำให้เกิดการระเบิดอย่างที่กล่าวอ้างแต่อย่างไร,0
111,"จากกรณีที่มีผู้แชร์ข้อมูลคลิปวิดีโอเจ้าหน้าที่กกต. กาบัตรเลือกตั้งกันเอง ทางศูนย์ต่อต้านข่าวปลอมได้ดำเนินการตรวจสอบข้อเท็จจริงโดยสำนักงานคณะกรรมการการเลือกตั้ง พบว่าประเด็นดังกล่าวนั้น เป็นข้อมูลเท็จ

ตามที่ปรากฏภาพข่าวและคลิปวิดีโอเผยแพร่ทางสื่อสังคมออนไลน์ให้ประชาชนผู้ได้พบเห็นเข้าใจผิดว่าเจ้าหน้าที่ประจำหน่วยเลือกตั้งได้นำบัตรเลือกตั้งมาทำเครื่องหมายกากบาทลงในบัตรเลือกตั้งนั้น ทางสำนักงานคณะกรรมการการเลือกตั้งได้ตรวจสอบข้อมูลและชี้แจงว่า ภาพข่าวและคลิปวิดีโอที่นำมาเผยแพร่เป็นการลงนามหน้าปกเล่มบัตรเลือกตั้งก่อนส่งมอบให้กับ กปน. ขอยืนยันว่าเจ้าหน้าที่ไม่ได้ทำเครื่องหมายกากบาทลงในบัตรเลือกตั้งแทนผู้มีสิทธิเลือกตั้งทั้งสิ้น

ภาพข่าวและคลิปวิดีโอดังกล่าวเป็นการดำเนินการถูกต้องตามกฎหมายและระเบียบที่กำหนดทุกประการ จึงขอให้ประชาชนอย่าหลงเชื่อในภาพที่ปรากฏและคลิปวิดีโอ ที่มีผู้ไม่หวังดีนำเสนอในสื่อสังคมออนไลน์

คำเตือน ผู้ใดแชร์ข่าวดังกล่าวด้วยวิธีการกดไลค์ กดแชร์ รีทวิต รีโพสต์ ทางยูทูบ ทางติ๊กต๊อก ส่งต่อทางไลน์ไปยังกลุ่มต่าง ๆ หรือช่องทางสื่อสารอื่น ๆ จะมีความผิดตาม พ.ร.บ.การกระทำความผิดเกี่ยวกับคอมพิวเตอร์พ.ศ.2560 มาตรา 14 จำคุกไม่เกิน 5 ปี หรือปรับไม่เกิน 100,000 บาท หรือทั้งจำทั้งปรับ",0
112,นายกรัฐมนตรี เตรียมแผนอนุมัติบ่อนกาสิโนเว็บพนันถูกกฎหมาย เสียภาษีให้รัฐบาล 30% เพื่อสร้างอาชีพ ,0
113,จากกรณีที่มีคำแนะนำเกี่ยวกับการรับประทานยาความดันตอนเช้าจะคุมความดันได้ไม่ดี เสี่ยงเกิด Stroke ได้ง่าย ทางสถาบันประสาทวิทยา กรมการแพทย์ กระทรวงสาธารณสุข ได้ตรวจสอบข้อมูลและชี้แจงว่า เนื้อหาข้อความดังกล่าวไม่เป็นความจริง การรับประทานยารักษาความดันโลหิตสูงตอนเช้า จะช่วยควบคุมความดันโลหิตในช่วงเวลากลางวัน ยารักษาความดันโลหิตสูงที่รับประทานตอนเย็นหรือก่อนนอนอาจจะช่วยควบคุมความดันโลหิตในช่วงเช้าได้ เพราะยารักษาความดันโลหิตสูงบางชนิดอาจไม่ได้ออกฤทธิ์นานถึง 24 ชั่วโมง ซึ่งบางครั้งอาจต้องรับประทานยาเช้าและเย็น เพื่อควบคุมความดันโลหิตให้ใกล้เคียงปกติ,0
114,"ผลงาน รปภ. ลุงตู่
ถูกตราหน้าว่าโง่ แต่ ๙ ปีผ่านมา ทำอะไรให้ประเทศไว้มากมาย เพราะเดินตามแผนยุทธศาสตร์ชาติ 20ปี เงินทุนสำรองสูงสุด ทองคำสำรองสูงสุด ในอาเซียน
พวกที่คิดว่าตัวเองฉลาดทั้งหลายทำไมทำอะไรท่านไม่ได้ซักที",0
115,"ภาพประติมากรรมหิมะที่สร้างโดยปัญญาประดิษฐ์ (AI) ถูกแชร์นับหลายพันครั้งในสื่อสังคมออนไลน์ในประเทศไทย หลังทีมนักแกะสลักหิมะจากประเทศไทยคว้ารางวัลอันดับ 2 ในการประกวดที่จัดขึ้นในประเทศญี่ปุ่น บางโพสต์ยังแชร์คำกล่าวอ้างเท็จว่าทีมจากประเทศไทยคว้ารางวัลชนะเลิศจากการประกวด แต่ในความเป็นจริงแล้ว ทีมจากประเทศมองโกเลียเป็นผู้ชนะอันดับ 1 จากการแข่งขัน และภาพเหล่านี้ถูกเผยแพร่เป็นครั้งแรกในกลุ่มเฟซบุ๊กที่สร้างขึ้นมาเพื่อแชร์ภาพที่สร้างโดย AI
""ขอแสดงความยินดีกับทีมแกะสลักหิมะไทยแลนด์ในการประกวดแข่งขันแกะสลักหิมะคว้าอันดับ1 ที่ Supporo snow Festival 2024, Japan"" ผู้ใช้งานเฟซบุ๊กเขียนคำบรรยายเมื่อวันที่ 25 กุมภาพันธ์ 2567

โพสต์ดังกล่าวยังแชร์ภาพที่แสดงประติมากรรมน้ำแข็งรูปร่างคล้ายมังกร โดยมีคนกำลังแกะสลักอยู่ด้านล่าง โพสต์ดังกล่าวถูกแชร์เกือบ 3,000 ครั้ง",0
116,"คนที่ยังไม่ตายหรือตายแล้ว จากวัคซีน โควิด mRNA พบ: แท่งย้วยสีขาว (white clot) คล้ายหนวดปลาหมึก ไม่เคยพบมาก่อน"" ศาสตราจารย์ นายแพทย์ธีระวัฒน์ เหมะจุฑาเขียนในเฟซบุ๊กเมื่อวันที่ 19 กุมภาพันธ์ 2567

โพสต์ของนพ.ธีระวัฒน์ได้แชร์ภาพที่อ้างว่าเป็น ""ลิ่มเลือดสีขาว"" ซึ่งเป็นภาพถ่ายหน้าจอจากคลิปวิดีโอยูทูปของจอห์น แคมป์เบลล์ พยาบาลเกษียณอายุและยูทูปเบอร์ชาวอังกฤษที่เคยเผยแพร่ข้อมูลที่ไม่ถูกต้องเกี่ยวกับการระบาดของโควิด-19",0
117,"ผู้เชี่ยวชาญและหน่วยงานด้านสุขภาพระบุว่า ""ลิ่มเลือดสีขาว"" พบได้ในร่างกายของผู้เสียชีวิต ซึ่งตรงกันข้ามกับคำกล่าวอ้างของแพทย์สาขาประสาทวิทยาที่กล่าวว่าลิ่มเลือดสีขาวเป็นปรากฏการใหม่ที่เชื่อมโยงกับวัคซีนป้องกันโรคโควิดชนิด mRNA ขณะที่คำกล่าวอ้างดังกล่าวและภาพ ""ลิ่มเลือดสีขาว"" ได้ถูกแชร์ออกไปทางสื่อสังคมออนไลน์ ผู้เชี่ยวชาญด้านการแพทย์และหน่วยงานด้านสุขภาพแห่งชาติได้ยืนยันว่า ลิ่มเลือดสีขาวเหล่านี้สามารถพบได้ในการชันสูตรศพ และพบในร่างผู้เสียชีวิตก่อนการระบาดและการใช้วัคซีนป้องกันโรคโควิด-19
""คนที่ยังไม่ตายหรือตายแล้ว จากวัคซีน โควิด mRNA พบ: แท่งย้วยสีขาว (white clot) คล้ายหนวดปลาหมึก ไม่เคยพบมาก่อน"" ศาสตราจารย์ นายแพทย์ธีระวัฒน์ เหมะจุฑาเขียนในเฟซบุ๊กเมื่อวันที่ 19 กุมภาพันธ์ 2567

โพสต์ของนพ.ธีระวัฒน์ได้แชร์ภาพที่อ้างว่าเป็น ""ลิ่มเลือดสีขาว"" ซึ่งเป็นภาพถ่ายหน้าจอจากคลิปวิดีโอยูทูปของจอห์น แคมป์เบลล์ พยาบาลเกษียณอายุและยูทูปเบอร์ชาวอังกฤษที่เคยเผยแพร่ข้อมูลที่ไม่ถูกต้องเกี่ยวกับการระบาดของโควิด-19 ที่นี่ นี่ และ นี่

โพสต์ดังกล่าวยังอ้างถึงอาร์นี เบิร์กฮาร์ดท์ นักวิจัยชาวเยอรมัน ซึ่ง AFP ได้ตรวจสอบคำกล่าวอ้างที่ไม่ถูกต้องเกี่ยวกับวัคซีนก่อนหน้านี้แล้วที่นี่ และ นี่

โพสต์ดังกล่าวถูกแชร์อย่างต่อเนื่องทางสื่อสังคมออนไลน์ โดยได้รับการกดถูกใจมากกว่า 8,500 ครั้ง และยอดแชร์มากกว่า 7,300 ครั้ง",0
118,"ท่ามกลางคำถามเกี่ยวกับอดีตนายกฯ ทักษิณ ชินวัตร และ ""ดีลลับ"" ทางการเมืองเพื่อแลกกับการลดโทษและการปล่อยตัวเขาที่เร็วขึ้น ผู้ใช้งานสื่อสังคมออนไลน์จำนวนหนึ่งได้แชร์ภาพของทักษิณ พร้อมคำกล่าวอ้างว่าเป็น ""ภาพหลุด"" ล่าสุดในเดือนมกราคม 2567 ที่เผยให้เห็นทักษิณที่ดูสุขภาพแข็งแร็งดี อย่างไรก็ตาม ภาพดังกล่าวถูกเผยแพร่โดยบุตรสาวของทักษิณตั้งแต่เดือนกรกฎาคม 2565 นอกจากนี้ เจ้าหน้าที่ไทยระบุว่า ทักษิณยังคงรักษาตัวอยู่ในโรงพยาบาลตำรวจ เนื่องจากเขา ""ยังคงมีอาการเจ็บป่วยที่ต้องเฝ้าระวังอย่างใกล้ชิด""",0
119,"6 ธันวาคม 2566 ช่วงนี้มีงาน #มหกรรมยานยนต์ ครั้งที่ 40"" หรือ ""MOTOR EXPO 2023"" ระหว่างวันที่ 30 พ.ย. - 11 ธ.ค. 2566  ที่เมืองทองธานี ที่เห็น #มิตซูบิชิ ออกแบบรถไฟฟ้าสองที่นั่ง รัศมีการมอง 360 องศา สีหวานพาสเทลทีเดียว!",0
